dt,angle_x,angle_y,angle_z
2013-04-20 10:10:15.833000,37.749,45.0,0.0
2013-04-20 10:10:16.000000,37.752,44.96,0.0
2013-04-20 10:10:17.000000,37.769,44.718,0.0
2013-04-20 10:10:18.000000,37.787,44.473,0.0
2013-04-20 10:10:19.000000,37.804,44.225,0.0
2013-04-20 10:10:20.000000,37.82,43.975,0.0
2013-04-20 10:10:21.000000,37.837,43.721,0.0
2013-04-20 10:10:22.000000,37.853,43.464,0.0
2013-04-20 10:10:23.000000,37.868,43.205,0.0
2013-04-20 10:10:24.000000,37.884,42.942,0.0
2013-04-20 10:10:25.000000,37.899,42.676,0.0
2013-04-20 10:10:26.000000,37.913,42.407,0.0
2013-04-20 10:10:27.000000,37.928,42.135,0.0
2013-04-20 10:10:28.000000,37.942,41.859,0.0
2013-04-20 10:10:29.000000,37.955,41.58,0.0
2013-04-20 10:10:30.000000,37.969,41.298,0.0
2013-04-20 10:10:31.000000,37.982,41.013,0.0
2013-04-20 10:10:32.000000,37.994,40.724,0.0
2013-04-20 10:10:33.000000,38.007,40.432,0.0
2013-04-20 10:10:34.000000,38.019,40.136,0.0
2013-04-20 10:10:35.000000,38.03,39.837,0.0
2013-04-20 10:10:36.000000,38.042,39.535,0.0
2013-04-20 10:10:37.000000,38.053,39.228,0.0
2013-04-20 10:10:38.000000,38.063,38.919,0.0
2013-04-20 10:10:39.000000,38.073,38.605,0.0
2013-04-20 10:10:40.000000,38.083,38.288,0.0
2013-04-20 10:10:41.000000,38.093,37.967,0.0
2013-04-20 10:10:42.000000,38.102,37.643,0.0
2013-04-20 10:10:43.000000,38.111,37.315,0.0
2013-04-20 10:10:44.000000,38.119,36.983,0.0
2013-04-20 10:10:45.000000,38.127,36.647,0.0
2013-04-20 10:10:46.000000,38.135,36.307,0.0
2013-04-20 10:10:47.000000,38.142,35.963,0.0
2013-04-20 10:10:48.000000,38.149,35.616,0.0
2013-04-20 10:10:49.000000,38.156,35.264,0.0
2013-04-20 10:10:50.000000,38.162,34.909,0.0
2013-04-20 10:10:51.000000,38.168,34.549,0.0
2013-04-20 10:10:52.000000,38.174,34.185,0.0
2013-04-20 10:10:53.000000,38.179,33.818,0.0
2013-04-20 10:10:54.000000,38.184,33.446,0.0
2013-04-20 10:10:55.000000,38.188,33.07,0.0
2013-04-20 10:10:56.000000,38.192,32.69,0.0
2013-04-20 10:10:57.000000,38.196,32.306,0.0
2013-04-20 10:10:58.000000,38.199,31.917,0.0
2013-04-20 10:10:59.000000,38.202,31.524,0.0
2013-04-20 10:11:00.000000,38.205,31.127,0.0
2013-04-20 10:11:01.000000,38.207,30.726,0.0
2013-04-20 10:11:02.000000,38.209,30.321,0.0
2013-04-20 10:11:03.000000,38.21,29.911,0.0
2013-04-20 10:11:04.000000,38.212,29.497,0.0
2013-04-20 10:11:05.000000,38.212,29.078,0.0
2013-04-20 10:11:06.000000,38.213,28.655,0.0
2013-04-20 10:11:07.000000,38.212,28.228,0.0
2013-04-20 10:11:08.000000,38.212,27.797,0.0
2013-04-20 10:11:09.000000,38.211,27.361,0.0
2013-04-20 10:11:10.000000,38.21,26.921,0.0
2013-04-20 10:11:11.000000,38.208,26.476,0.0
2013-04-20 10:11:12.000000,38.206,26.027,0.0
2013-04-20 10:11:13.000000,38.204,25.574,0.0
2013-04-20 10:11:14.000000,38.201,25.116,0.0
2013-04-20 10:11:15.000000,38.198,24.654,0.0
2013-04-20 10:11:16.000000,38.194,24.188,0.0
2013-04-20 10:11:17.000000,38.19,23.717,0.0
2013-04-20 10:11:18.000000,38.186,23.242,0.0
2013-04-20 10:11:19.000000,38.181,22.763,0.0
2013-04-20 10:11:20.000000,38.176,22.279,0.0
2013-04-20 10:11:21.000000,38.171,21.792,0.0
2013-04-20 10:11:22.000000,38.165,21.3,0.0
2013-04-20 10:11:23.000000,38.158,20.804,0.0
2013-04-20 10:11:24.000000,38.152,20.303,0.0
2013-04-20 10:11:25.000000,38.145,19.799,0.0
2013-04-20 10:11:26.000000,38.137,19.291,0.0
2013-04-20 10:11:27.000000,38.129,18.779,0.0
2013-04-20 10:11:28.000000,38.121,18.262,0.0
2013-04-20 10:11:29.000000,38.112,17.742,0.0
2013-04-20 10:11:30.000000,38.103,17.218,0.0
2013-04-20 10:11:31.000000,38.094,16.69,0.0
2013-04-20 10:11:32.000000,38.084,16.159,0.0
2013-04-20 10:11:33.000000,38.073,15.624,0.0
2013-04-20 10:11:34.000000,38.063,15.085,0.0
2013-04-20 10:11:35.000000,38.052,14.543,0.0
2013-04-20 10:11:36.000000,38.04,13.997,0.0
2013-04-20 10:11:37.000000,38.028,13.448,0.0
2013-04-20 10:11:38.000000,38.016,12.896,0.0
2013-04-20 10:11:39.000000,38.003,12.341,0.0
2013-04-20 10:11:40.000000,37.99,11.782,0.0
2013-04-20 10:11:41.000000,37.977,11.221,0.0
2013-04-20 10:11:42.000000,37.963,10.657,0.0
2013-04-20 10:11:43.000000,37.948,10.09,0.0
2013-04-20 10:11:44.000000,37.934,9.52,0.0
2013-04-20 10:11:45.000000,37.918,8.948,0.0
2013-04-20 10:11:46.000000,37.903,8.373,0.0
2013-04-20 10:11:47.000000,37.887,7.796,0.0
2013-04-20 10:11:48.000000,37.871,7.217,0.0
2013-04-20 10:11:49.000000,37.854,6.636,0.0
2013-04-20 10:11:50.000000,37.837,6.053,0.0
2013-04-20 10:11:51.000000,37.819,5.468,0.0
2013-04-20 10:11:52.000000,37.801,4.881,0.0
2013-04-20 10:11:53.000000,37.783,4.293,0.0
2013-04-20 10:11:54.000000,37.764,3.703,0.0
2013-04-20 10:11:55.000000,37.745,3.112,0.0
2013-04-20 10:11:56.000000,37.725,2.52,0.0
2013-04-20 10:11:57.000000,37.705,1.927,0.0
2013-04-20 10:11:58.000000,37.685,1.333,0.0
2013-04-20 10:11:59.000000,37.664,0.739,0.0
2013-04-20 10:12:00.000000,37.643,0.143,0.0
2013-04-20 10:12:01.000000,37.621,-0.452,0.0
2013-04-20 10:12:02.000000,37.599,-1.048,0.0
2013-04-20 10:12:03.000000,37.577,-1.644,0.0
2013-04-20 10:12:04.000000,37.554,-2.24,0.0
2013-04-20 10:12:05.000000,37.53,-2.836,0.0
2013-04-20 10:12:06.000000,37.507,-3.432,0.0
2013-04-20 10:12:07.000000,37.483,-4.027,0.0
2013-04-20 10:12:08.000000,37.458,-4.622,0.0
2013-04-20 10:12:09.000000,37.433,-5.216,0.0
2013-04-20 10:12:10.000000,37.408,-5.809,0.0
2013-04-20 10:12:11.000000,37.383,-6.401,0.0
2013-04-20 10:12:12.000000,37.356,-6.992,0.0
2013-04-20 10:12:13.000000,37.33,-7.581,0.0
2013-04-20 10:12:14.000000,37.303,-8.169,0.0
2013-04-20 10:12:15.000000,37.276,-8.756,0.0
2013-04-20 10:12:16.000000,37.248,-9.341,0.0
2013-04-20 10:12:17.000000,37.22,-9.924,0.0
2013-04-20 10:12:18.000000,37.192,-10.505,0.0
2013-04-20 10:12:19.000000,37.163,-11.084,0.0
2013-04-20 10:12:20.000000,37.134,-11.661,0.0
